Time (h),OD600 (-),[Glucose] (g/L),[Xylose] (g/L),trajectory_id
72.0,2.516,0.0,0.1735,1:1_0048
72.0,2.556,0.0884,0.0,1:1_0048
72.0,2.5191,0.1382,0.0,1:1_0048
80.0,2.5124,0.1872,0.0,1:1_0048
80.0,2.5605,0.0,0.0518,1:1_0048
80.0,2.5665,0.003,0.0,1:1_0048
96.0,2.5017,0.1082,0.0,1:1_0048
96.0,2.5232,0.0,0.1557,1:1_0048
96.0,2.5482,0.0,0.0,1:1_0048
104.0,2.5558,0.0,0.0,1:1_0048
104.0,2.4898,0.0,0.0,1:1_0048
104.0,2.5126,0.0744,0.0,1:1_0048
120.0,2.5322,0.0,0.0065,1:1_0048
120.0,2.5635,0.0,0.0384,1:1_0048
120.0,2.4938,0.152,0.0,1:1_0048
128.0,2.5461,0.0,0.0612,1:1_0048
128.0,2.5385,0.0,0.1092,1:1_0048
128.0,2.5099,0.0778,0.0,1:1_0048
144.0,2.5321,0.0,0.005,1:1_0048
144.0,2.5036,0.0248,0.0044,1:1_0048
144.0,2.5143,0.0,0.0134,1:1_0048
24.0,0.3291,15.2808,15.1543,1:1_0049
24.0,0.311,15.4294,15.0623,1:1_0049
24.0,0.3384,15.3843,15.2917,1:1_0049
32.333,0.3352,15.2888,15.1078,1:1_0049
32.333,0.3444,15.2777,15.0839,1:1_0049
32.333,0.2977,14.9082,15.241,1:1_0049
48.0,0.4716,14.9516,15.1107,1:1_0049
48.0,0.4211,14.7209,15.1136,1:1_0049
48.0,0.4268,14.9277,15.3364,1:1_0049
55.5,0.5129,14.4806,14.9822,1:1_0049
55.5,0.5343,14.4893,15.0827,1:1_0049
55.5,0.5129,14.4231,15.1263,1:1_0049
72.0,0.6238,13.7807,15.0986,1:1_0049
72.0,0.6758,13.6519,15.0955,1:1_0049
72.0,0.6284,13.748,15.0215,1:1_0049
80.0,0.7276,13.1666,15.1195,1:1_0049
80.0,0.7032,13.1435,15.1869,1:1_0049
80.0,0.7297,13.1441,15.1236,1:1_0049
96.0,0.9246,11.7892,15.0988,1:1_0049
96.0,0.947,11.7871,15.065,1:1_0049
96.0,0.8995,11.9863,15.0932,1:1_0049
104.0,1.0128,11.1218,14.9787,1:1_0049
104.0,1.0091,10.9666,14.9924,1:1_0049
104.0,1.0569,11.0393,15.1457,1:1_0049
120.0,1.2249,9.3513,14.9866,1:1_0049
120.0,1.2424,9.2807,15.322,1:1_0049
120.0,1.2542,9.2161,15.1577,1:1_0049
128.0,1.3891,8.079,14.9978,1:1_0049
128.0,1.3416,8.2003,15.0488,1:1_0049
128.0,1.3203,8.3824,14.9398,1:1_0049
144.0,1.5376,6.1799,15.0577,1:1_0049
144.0,1.522,5.9404,15.0377,1:1_0049
144.0,1.5265,6.0958,14.9206,1:1_0049
24.0,0.2309,14.0395,15.803,1:1_0050
24.0,0.2433,14.0578,15.6841,1:1_0050
24.0,0.2624,14.1046,15.7025,1:1_0050
32.333,0.2423,13.899,15.6033,1:1_0050
32.333,0.2214,13.9817,15.5354,1:1_0050
32.333,0.2243,13.684,15.7797,1:1_0050
48.0,0.2237,13.9651,15.7532,1:1_0050
48.0,0.2342,14.064,15.4832,1:1_0050
48.0,0.2761,14.0283,15.6283,1:1_0050
55.5,0.4273,13.4373,15.5721,1:1_0050
55.5,0.4277,13.3674,15.657,1:1_0050
55.5,0.4094,13.7511,15.4427,1:1_0050
72.0,2.455,2.2352,15.1444,1:1_0050
72.0,2.3984,2.1824,15.2294,1:1_0050
72.0,2.4006,2.3652,15.1228,1:1_0050
80.0,3.5801,0.0,0.9319,1:1_0050
80.0,3.5988,0.0034,0.9679,1:1_0050
80.0,3.626,0.0,0.7938,1:1_0050
96.0,3.6541,0.0471,0.0,1:1_0050
96.0,3.6348,0.0,0.0,1:1_0050
96.0,3.6374,0.0707,0.0,1:1_0050
104.0,3.621,0.0,0.0,1:1_0050
104.0,3.6235,0.0,0.0,1:1_0050
104.0,3.6447,0.0152,0.0,1:1_0050
120.0,3.6821,0.0488,0.0,1:1_0050
120.0,3.6545,0.0124,0.1215,1:1_0050
120.0,3.6406,0.0767,0.0042,1:1_0050
128.0,3.6824,0.1291,0.0197,1:1_0050
128.0,3.6473,0.0507,0.0,1:1_0050
128.0,3.6862,0.0078,0.0,1:1_0050
144.0,3.6434,0.0,0.0557,1:1_0050
144.0,3.6362,0.1098,0.0,1:1_0050
144.0,3.6551,0.115,0.0,1:1_0050
24.0,0.276,13.8308,13.9366,1:1_0051
24.0,0.2243,13.9944,13.7182,1:1_0051
24.0,0.2363,13.8629,13.945,1:1_0051
32.333,0.3098,13.8852,13.5687,1:1_0051
32.333,0.2993,13.8326,13.8074,1:1_0051
32.333,0.3203,13.755,13.79,1:1_0051
48.0,0.6249,13.1312,13.8348,1:1_0051
48.0,0.5946,13.2679,13.8095,1:1_0051
48.0,0.6259,13.463,13.7624,1:1_0051
55.5,0.8629,13.0077,13.7574,1:1_0051
55.5,0.8315,12.8573,13.8499,1:1_0051
55.5,0.8445,12.8162,13.5976,1:1_0051
72.0,1.6289,10.7353,13.7438,1:1_0051
72.0,1.637,10.6591,13.7063,1:1_0051
72.0,1.6088,10.828,13.8347,1:1_0051
80.0,2.0322,8.8925,13.747,1:1_0051
80.0,2.055,8.8218,13.6857,1:1_0051
80.0,2.0656,8.8937,13.7,1:1_0051
96.0,2.8601,3.5869,13.3377,1:1_0051
96.0,2.8835,3.3384,13.2096,1:1_0051
96.0,2.8836,3.3734,13.185,1:1_0051
104.0,3.1157,1.5166,12.5746,1:1_0051
104.0,3.111,1.491,12.5524,1:1_0051
104.0,3.1542,1.4167,12.4779,1:1_0051
120.0,3.4712,0.0667,8.7925,1:1_0051
120.0,3.4896,0.1014,8.7483,1:1_0051
120.0,3.4796,0.3713,8.7136,1:1_0051
128.0,3.6262,0.3555,6.0698,1:1_0051
128.0,3.6098,0.1104,5.9367,1:1_0051
128.0,3.6556,0.005,5.9837,1:1_0051
144.0,3.8741,0.0574,1.8743,1:1_0051
144.0,3.8506,0.0,1.8382,1:1_0051
144.0,3.8661,0.0143,1.9572,1:1_0051
24.0,0.2244,13.3968,14.2421,1:1_0052
24.0,0.2501,13.1835,14.2075,1:1_0052
24.0,0.2826,13.3564,14.3007,1:1_0052
32.333,0.2496,13.2797,14.2637,1:1_0052
32.333,0.248,13.2516,14.2122,1:1_0052
32.333,0.2568,13.2382,14.3166,1:1_0052
48.0,0.2394,13.2888,14.1657,1:1_0052
48.0,0.2403,13.1649,14.1491,1:1_0052
48.0,0.2721,13.1209,14.1864,1:1_0052
55.5,0.3748,12.8864,14.2305,1:1_0052
55.5,0.3294,13.0268,14.334,1:1_0052
55.5,0.3645,12.9972,14.2567,1:1_0052
72.0,1.094,9.8524,14.2908,1:1_0052
72.0,1.1198,9.8645,14.1658,1:1_0052
72.0,1.0985,9.821,14.1796,1:1_0052
80.0,1.7891,4.9041,13.7917,1:1_0052
80.0,1.7661,4.9622,13.9311,1:1_0052
80.0,1.7799,5.0644,13.9331,1:1_0052
96.0,3.0039,0.0,0.0,1:1_0052
96.0,2.9947,0.0,0.0539,1:1_0052
96.0,2.9737,0.0918,0.0,1:1_0052
104.0,3.0136,0.0,0.0,1:1_0052
104.0,3.0,0.117,0.1667,1:1_0052
104.0,2.9932,0.1838,0.0,1:1_0052
120.0,3.0144,0.0,0.042,1:1_0052
120.0,2.9456,0.0,0.0467,1:1_0052
120.0,2.9661,0.0427,0.0906,1:1_0052
128.0,2.9824,0.0,0.0,1:1_0052
128.0,2.9731,0.0,0.0102,1:1_0052
128.0,2.9863,0.1674,0.0,1:1_0052
144.0,3.0202,0.0,0.0073,1:1_0052
144.0,3.0161,0.1131,0.0,1:1_0052
144.0,3.0035,0.0421,0.0,1:1_0052
24.0,0.2566,16.3433,13.3593,1:1_0053
24.0,0.2625,16.3529,13.4583,1:1_0053
24.0,0.2402,16.2824,13.4144,1:1_0053
32.333,0.4365,15.4008,13.5508,1:1_0053
32.333,0.4412,15.3763,13.4263,1:1_0053
32.333,0.4135,15.3757,13.4727,1:1_0053
48.0,0.9404,11.3883,13.3981,1:1_0053
48.0,0.9464,11.4292,13.3333,1:1_0053
48.0,0.9338,11.401,13.3887,1:1_0053
55.5,1.3611,6.706,13.1204,1:1_0053
55.5,1.3552,6.6456,13.2163,1:1_0053
55.5,1.4024,6.6755,13.3195,1:1_0053
72.0,2.1055,0.0,7.3079,1:1_0053
72.0,2.1118,0.0,7.4016,1:1_0053
72.0,2.064,0.0,7.5758,1:1_0053
80.0,2.3813,0.1319,2.1377,1:1_0053
80.0,2.3781,0.0,1.8952,1:1_0053
80.0,2.3876,0.0065,2.2483,1:1_0053
96.0,2.4401,0.1973,0.0,1:1_0053
96.0,2.4741,0.1697,0.0,1:1_0053
96.0,2.4377,0.0,0.0,1:1_0053
104.0,2.4607,0.0,0.0052,1:1_0053
104.0,2.4585,0.0,0.1287,1:1_0053
104.0,2.4404,0.0532,0.0621,1:1_0053
120.0,2.4748,0.0,0.0,1:1_0053
120.0,2.4485,0.0201,0.0,1:1_0053
120.0,2.4503,0.0,0.0,1:1_0053
128.0,2.4608,0.0,0.0,1:1_0053
128.0,2.4381,0.1235,0.0,1:1_0053
128.0,2.4489,0.0,0.0463,1:1_0053
144.0,2.4743,0.0648,0.0687,1:1_0053
144.0,2.4595,0.0,0.0,1:1_0053
144.0,2.4433,0.0,0.0,1:1_0053
24.0,0.1345,13.2918,14.3626,1:1_0054
24.0,0.1669,13.1684,14.4386,1:1_0054
24.0,0.1707,13.3934,14.3607,1:1_0054
32.333,0.1842,13.2816,14.5914,1:1_0054
32.333,0.1543,13.1721,14.7171,1:1_0054
32.333,0.1784,13.0741,14.3784,1:1_0054
48.0,0.2234,13.1301,14.516,1:1_0054
48.0,0.2605,13.0589,14.5274,1:1_0054
48.0,0.2437,12.9738,14.4122,1:1_0054
55.5,0.3471,12.9298,14.3071,1:1_0054
55.5,0.3664,12.9442,14.4884,1:1_0054
55.5,0.3662,12.9798,14.2888,1:1_0054
72.0,0.6991,12.2506,14.4092,1:1_0054
72.0,0.7102,12.2117,14.561,1:1_0054
72.0,0.7181,12.3589,14.3278,1:1_0054
80.0,0.8902,11.7518,14.4293,1:1_0054
80.0,0.9191,11.7613,14.332,1:1_0054
80.0,0.9255,11.6964,14.3068,1:1_0054
96.0,1.5677,9.3327,14.4033,1:1_0054
96.0,1.5949,9.3371,14.383,1:1_0054
96.0,1.5232,9.1132,14.4586,1:1_0054
104.0,1.8945,7.2267,14.3749,1:1_0054
104.0,1.9548,7.2018,14.2767,1:1_0054
104.0,1.9244,7.2944,14.3256,1:1_0054
120.0,2.5622,2.5795,14.1063,1:1_0054
120.0,2.5501,2.6194,14.1782,1:1_0054
120.0,2.5442,2.7383,14.1137,1:1_0054
128.0,2.7454,1.0468,13.6496,1:1_0054
128.0,2.7624,1.1736,13.6104,1:1_0054
128.0,2.7415,0.8727,13.6553,1:1_0054
144.0,3.0833,0.0854,11.3248,1:1_0054
144.0,3.0037,0.0587,11.3468,1:1_0054
144.0,3.0733,0.1942,11.292,1:1_0054
24.0,0.2657,14.0167,13.9132,1:1_0055
24.0,0.3132,14.059,13.9178,1:1_0055
24.0,0.3115,14.0579,13.7639,1:1_0055
32.333,1.0456,9.9002,13.688,1:1_0055
32.333,1.0452,9.8147,13.6686,1:1_0055
32.333,1.033,10.0862,13.5031,1:1_0055
48.0,2.4261,0.0,0.5031,1:1_0055
48.0,2.4328,0.1796,0.4733,1:1_0055
48.0,2.4255,0.024,0.3716,1:1_0055
55.5,2.4638,0.0,0.0,1:1_0055
55.5,2.4557,0.1226,0.0,1:1_0055
55.5,2.4741,0.0,0.0,1:1_0055
72.0,2.3866,0.0,0.0,1:1_0055
72.0,2.4453,0.0633,0.0,1:1_0055
72.0,2.4244,0.0,0.0034,1:1_0055
80.0,2.4512,0.0,0.0901,1:1_0055
80.0,2.4342,0.0,0.0,1:1_0055
80.0,2.4681,0.0,0.0,1:1_0055
96.0,2.4651,0.2143,0.021,1:1_0055
96.0,2.4713,0.1036,0.0,1:1_0055
96.0,2.4471,0.0,0.0,1:1_0055
104.0,2.4341,0.0,0.0,1:1_0055
104.0,2.4409,0.0532,0.0,1:1_0055
104.0,2.4093,0.0,0.0,1:1_0055
120.0,2.4515,0.0503,0.0257,1:1_0055
120.0,2.4308,0.0247,0.0,1:1_0055
120.0,2.4238,0.0742,0.0818,1:1_0055
128.0,2.4656,0.0,0.1179,1:1_0055
128.0,2.4367,0.0654,0.0,1:1_0055
128.0,2.4421,0.0,0.0,1:1_0055
144.0,2.4484,0.0,0.1756,1:1_0055
144.0,2.4233,0.0,0.0,1:1_0055
144.0,2.4353,0.1031,0.1478,1:1_0055
24.0,0.321,16.6425,16.6668,1:1_0056
24.0,0.3037,16.4642,16.5891,1:1_0056
24.0,0.3063,16.3965,16.7526,1:1_0056
32.333,0.3058,16.6013,16.5583,1:1_0056
32.333,0.3249,16.5497,16.5421,1:1_0056
32.333,0.3367,16.2889,16.6459,1:1_0056
48.0,0.276,16.4708,16.6873,1:1_0056
48.0,0.3378,16.3637,16.485,1:1_0056
48.0,0.3116,16.5121,16.3987,1:1_0056
55.5,0.4238,16.0959,16.571,1:1_0056
55.5,0.4346,16.0871,16.5451,1:1_0056
55.5,0.3854,16.0781,16.504,1:1_0056
72.0,0.9749,12.8952,16.7188,1:1_0056
72.0,0.9857,12.9027,16.4327,1:1_0056
72.0,0.9914,12.8413,16.7,1:1_0056
80.0,1.4175,8.991,16.6481,1:1_0056
80.0,1.4265,8.9043,16.7974,1:1_0056
80.0,1.4067,9.0087,16.5769,1:1_0056
96.0,2.2365,0.0,14.4612,1:1_0056
96.0,2.2264,0.0,14.6947,1:1_0056
96.0,2.2267,0.0597,14.4462,1:1_0056
104.0,2.3799,0.0,11.7542,1:1_0056
104.0,2.3838,0.0,12.0263,1:1_0056
104.0,2.3631,0.0,11.8193,1:1_0056
120.0,2.7445,0.0,5.6668,1:1_0056
120.0,2.735,0.0,5.4728,1:1_0056
120.0,2.6884,0.086,5.4845,1:1_0056
128.0,2.8899,0.0114,1.9666,1:1_0056
128.0,2.8915,0.0,1.8313,1:1_0056
128.0,2.8964,0.0,1.6539,1:1_0056
144.0,2.9764,0.0,0.0467,1:1_0056
144.0,2.9913,0.0017,0.0996,1:1_0056
144.0,2.9665,0.1587,0.0,1:1_0056
24.0,0.189,14.2016,14.1313,1:1_0057
24.0,0.2239,13.9977,13.9668,1:1_0057
24.0,0.2148,14.0706,14.2011,1:1_0057
32.333,0.2136,13.8179,13.9794,1:1_0057
32.333,0.2586,13.9279,14.2762,1:1_0057
32.333,0.1989,14.0189,14.196,1:1_0057
48.0,0.2011,14.1964,14.1411,1:1_0057
48.0,0.2268,14.0104,14.1994,1:1_0057
48.0,0.2491,14.024,14.3065,1:1_0057
55.5,0.2882,13.6244,14.1777,1:1_0057
55.5,0.279,13.5694,14.1295,1:1_0057
55.5,0.2833,13.5838,14.1434,1:1_0057
72.0,0.9437,8.4581,14.0493,1:1_0057
72.0,0.9378,8.479,13.9939,1:1_0057
72.0,0.9983,8.324,13.9998,1:1_0057
80.0,1.3484,3.7518,13.7349,1:1_0057
80.0,1.367,3.5725,13.9003,1:1_0057
80.0,1.3832,3.6693,13.8218,1:1_0057
96.0,1.8548,0.0,8.8119,1:1_0057
96.0,1.8351,0.0295,8.6335,1:1_0057
96.0,1.859,0.0,8.8168,1:1_0057
104.0,2.0811,0.0,3.2555,1:1_0057
104.0,2.1174,0.1164,3.296,1:1_0057
104.0,2.0901,0.1514,2.9935,1:1_0057
120.0,2.2404,0.0,0.0003,1:1_0057
120.0,2.2378,0.0945,0.1849,1:1_0057
120.0,2.2298,0.0132,0.146,1:1_0057
128.0,2.2346,0.0541,0.0339,1:1_0057
128.0,2.2453,0.0,0.0004,1:1_0057
128.0,2.2008,0.0277,0.1777,1:1_0057
144.0,2.2195,0.0127,0.0759,1:1_0057
144.0,2.1876,0.0,0.0367,1:1_0057
144.0,2.171,0.0,0.1104,1:1_0057
24.0,0.2059,13.7066,16.1951,1:1_0058
24.0,0.213,13.8348,16.004,1:1_0058
24.0,0.2106,13.6934,16.1308,1:1_0058
32.333,0.2657,13.8192,16.1366,1:1_0058
32.333,0.2105,13.6758,16.2797,1:1_0058
32.333,0.2208,13.6501,16.2071,1:1_0058
48.0,0.4221,13.1594,15.9838,1:1_0058
48.0,0.39,13.0338,15.9374,1:1_0058
48.0,0.4058,12.9048,16.1606,1:1_0058
55.5,0.562,12.2754,16.0082,1:1_0058
55.5,0.574,12.6323,16.1175,1:1_0058
55.5,0.5517,12.0999,15.9847,1:1_0058
72.0,1.0023,9.3176,16.0014,1:1_0058
72.0,1.0422,9.4958,15.9871,1:1_0058
72.0,0.9825,9.5048,15.9981,1:1_0058
80.0,1.2379,7.2108,16.0528,1:1_0058
80.0,1.2239,7.0571,15.9392,1:1_0058
80.0,1.2871,7.088,15.867,1:1_0058
96.0,1.7342,2.2767,15.6801,1:1_0058
96.0,1.6975,2.1883,15.7014,1:1_0058
96.0,1.7247,2.4157,15.5726,1:1_0058
104.0,1.8367,1.0515,14.9901,1:1_0058
104.0,1.8776,1.0475,15.2284,1:1_0058
104.0,1.8388,0.8338,15.1214,1:1_0058
120.0,2.03,0.0,12.7971,1:1_0058
120.0,2.0689,0.0,12.8002,1:1_0058
120.0,2.065,0.2307,12.7895,1:1_0058
128.0,2.1824,0.0662,11.0293,1:1_0058
128.0,2.1355,0.0063,10.9274,1:1_0058
128.0,2.1563,0.0629,10.9947,1:1_0058
144.0,2.3707,0.0,6.9276,1:1_0058
144.0,2.3848,0.0356,6.8993,1:1_0058
144.0,2.359,0.0,7.0047,1:1_0058
24.0,0.1879,14.6775,15.2435,1:1_0059
24.0,0.1697,14.6195,15.179,1:1_0059
24.0,0.1905,14.8714,15.2182,1:1_0059
32.333,0.1621,14.7296,15.2496,1:1_0059
32.333,0.1919,14.5664,15.3708,1:1_0059
32.333,0.173,14.7538,15.215,1:1_0059
48.0,0.2064,14.8584,15.2512,1:1_0059
48.0,0.1832,14.7983,15.1319,1:1_0059
48.0,0.1977,14.5584,15.0917,1:1_0059
55.5,0.2112,14.6808,15.0245,1:1_0059
55.5,0.2202,14.562,15.3227,1:1_0059
55.5,0.2032,14.5316,15.2023,1:1_0059
72.0,0.2615,14.573,15.1933,1:1_0059
72.0,0.2767,14.5053,15.0928,1:1_0059
72.0,0.254,14.487,15.0833,1:1_0059
80.0,0.3075,14.3825,15.2447,1:1_0059
80.0,0.3045,14.2369,15.1018,1:1_0059
80.0,0.3651,14.3894,15.1501,1:1_0059
96.0,0.4845,13.7075,15.1214,1:1_0059
96.0,0.475,13.8884,15.1789,1:1_0059
96.0,0.4779,13.851,15.1723,1:1_0059
104.0,0.5654,13.4572,15.2092,1:1_0059
104.0,0.5795,13.5197,15.0681,1:1_0059
104.0,0.5514,13.5398,15.3332,1:1_0059
120.0,0.8315,12.4182,15.1996,1:1_0059
120.0,0.8057,12.5903,15.1958,1:1_0059
120.0,0.815,12.4427,15.1245,1:1_0059
128.0,1.0127,11.6777,15.1856,1:1_0059
128.0,0.9979,11.6239,15.1895,1:1_0059
128.0,0.992,11.5425,15.1954,1:1_0059
144.0,1.3484,9.5306,15.1493,1:1_0059
144.0,1.3545,9.6514,15.0278,1:1_0059
144.0,1.3425,9.5843,15.1939,1:1_0059
24.0,0.3336,16.1787,16.2521,1:1_0060
24.0,0.3344,16.0295,16.3996,1:1_0060
24.0,0.3153,16.2512,16.3109,1:1_0060
32.333,0.3227,16.1553,16.2653,1:1_0060
32.333,0.3177,16.0679,16.3013,1:1_0060
32.333,0.3104,16.2058,16.2928,1:1_0060
48.0,0.3305,16.1261,16.213,1:1_0060
48.0,0.3295,15.9532,16.4155,1:1_0060
48.0,0.309,16.0954,16.2233,1:1_0060
55.5,0.8927,13.129,16.1771,1:1_0060
55.5,0.8781,13.0818,16.3057,1:1_0060
55.5,0.8415,13.2379,16.3106,1:1_0060
72.0,2.5601,0.0,0.0,1:1_0060
72.0,2.5597,0.0,0.0544,1:1_0060
72.0,2.5418,0.0238,0.0,1:1_0060
80.0,2.5635,0.0,0.2246,1:1_0060
80.0,2.591,0.1633,0.1275,1:1_0060
80.0,2.5445,0.1167,0.0,1:1_0060
96.0,2.5151,0.1503,0.1129,1:1_0060
96.0,2.5456,0.0,0.0,1:1_0060
96.0,2.5098,0.0945,0.0,1:1_0060
104.0,2.5519,0.0,0.0,1:1_0060
104.0,2.551,0.0,0.0838,1:1_0060
104.0,2.5208,0.0,0.0,1:1_0060
120.0,2.5025,0.1798,0.2084,1:1_0060
120.0,2.5481,0.0,0.0,1:1_0060
120.0,2.5637,0.0,0.0238,1:1_0060
128.0,2.5459,0.0,0.0,1:1_0060
128.0,2.5521,0.0,0.0452,1:1_0060
128.0,2.5368,0.0127,0.1384,1:1_0060
144.0,2.5428,0.092,0.0,1:1_0060
144.0,2.5368,0.0028,0.1923,1:1_0060
144.0,2.507,0.0,0.1457,1:1_0060
24.0,0.2812,13.4932,16.0306,1:1_0061
24.0,0.2745,13.4929,16.0863,1:1_0061
24.0,0.3004,13.3347,15.9493,1:1_0061
32.333,0.282,13.5346,16.1883,1:1_0061
32.333,0.2711,13.4332,16.1472,1:1_0061
32.333,0.2731,13.6801,16.1155,1:1_0061
48.0,0.2808,13.7726,16.1284,1:1_0061
48.0,0.293,13.5897,16.2211,1:1_0061
48.0,0.2877,13.5444,16.158,1:1_0061
55.5,0.3948,12.9165,16.3429,1:1_0061
55.5,0.4305,12.9144,16.2256,1:1_0061
55.5,0.3889,12.8579,16.2348,1:1_0061
72.0,1.3013,6.0168,15.9626,1:1_0061
72.0,1.3152,6.1035,16.1933,1:1_0061
72.0,1.2757,6.1185,15.9804,1:1_0061
80.0,1.7545,0.4712,14.9609,1:1_0061
80.0,1.7286,0.4269,15.0514,1:1_0061
80.0,1.7257,0.4364,15.1747,1:1_0061
96.0,2.1449,0.0212,0.7098,1:1_0061
96.0,2.136,0.0124,0.8338,1:1_0061
96.0,2.1346,0.0,0.7242,1:1_0061
104.0,2.1831,0.0,0.0,1:1_0061
104.0,2.1367,0.0419,0.0,1:1_0061
104.0,2.1746,0.164,0.1718,1:1_0061
120.0,2.138,0.0298,0.0,1:1_0061
120.0,2.1502,0.0,0.1228,1:1_0061
120.0,2.1861,0.0,0.0705,1:1_0061
128.0,2.1292,0.0,0.0,1:1_0061
128.0,2.1757,0.0,0.0,1:1_0061
128.0,2.1706,0.0022,0.054,1:1_0061
144.0,2.1771,0.0,0.0402,1:1_0061
144.0,2.1906,0.0,0.0,1:1_0061
144.0,2.1973,0.0,0.1805,1:1_0061
24.0,0.3291,16.0821,16.5002,1:1_0062
24.0,0.3247,15.8411,16.5957,1:1_0062
24.0,0.2969,15.8327,16.5004,1:1_0062
32.333,0.6872,15.2924,16.6628,1:1_0062
32.333,0.6442,15.3791,16.448,1:1_0062
32.333,0.6637,15.2959,16.5793,1:1_0062
48.0,2.1719,8.6643,16.5167,1:1_0062
48.0,2.2015,8.6798,16.2451,1:1_0062
48.0,2.1769,8.7051,16.4155,1:1_0062
55.5,2.8795,2.5358,16.0979,1:1_0062
55.5,2.8663,2.7284,16.1278,1:1_0062
55.5,2.8436,2.4618,16.1387,1:1_0062
72.0,3.4715,0.0,8.8162,1:1_0062
72.0,3.5078,0.0,8.782,1:1_0062
72.0,3.4979,0.065,8.8131,1:1_0062
80.0,3.6523,0.0,4.3924,1:1_0062
80.0,3.6962,0.0037,4.4157,1:1_0062
80.0,3.706,0.1509,4.4533,1:1_0062
96.0,3.8645,0.0,0.3356,1:1_0062
96.0,3.8604,0.0,0.6427,1:1_0062
96.0,3.8699,0.0696,0.7603,1:1_0062
104.0,3.8837,0.228,0.2302,1:1_0062
104.0,3.858,0.0,0.1696,1:1_0062
104.0,3.8961,0.0,0.1771,1:1_0062
120.0,3.8887,0.0,0.103,1:1_0062
120.0,3.9048,0.1167,0.0,1:1_0062
120.0,3.916,0.0,0.0,1:1_0062
128.0,3.8683,0.0009,0.1273,1:1_0062
128.0,3.8805,0.0,0.0,1:1_0062
128.0,3.904,0.0,0.0,1:1_0062
144.0,3.8659,0.0,0.1185,1:1_0062
144.0,3.8947,0.0,0.1243,1:1_0062
144.0,3.8811,0.142,0.1411,1:1_0062
24.0,0.2015,14.7771,16.7198,1:1_0063
24.0,0.1774,14.6622,16.8135,1:1_0063
24.0,0.2122,14.6934,16.7898,1:1_0063
32.333,0.1911,14.7499,16.5818,1:1_0063
32.333,0.1564,14.6709,16.5205,1:1_0063
32.333,0.2106,14.7858,16.7314,1:1_0063
48.0,0.1386,14.5667,16.7342,1:1_0063
48.0,0.2218,14.6792,16.8208,1:1_0063
48.0,0.1728,14.7546,16.8559,1:1_0063
55.5,0.1875,14.6275,16.8757,1:1_0063
55.5,0.1954,14.8057,16.6654,1:1_0063
55.5,0.2226,14.7239,16.7774,1:1_0063
72.0,0.2486,14.4166,16.7315,1:1_0063
72.0,0.2371,14.5631,16.7113,1:1_0063
72.0,0.216,14.2992,16.559,1:1_0063
80.0,0.2944,14.1867,16.76,1:1_0063
80.0,0.2847,14.2953,16.7738,1:1_0063
80.0,0.2852,14.0308,16.6976,1:1_0063
96.0,0.3936,13.97,16.8935,1:1_0063
96.0,0.3578,13.771,16.5682,1:1_0063
96.0,0.4155,13.9073,16.7599,1:1_0063
104.0,0.4595,13.5792,16.8421,1:1_0063
104.0,0.4794,13.4869,16.686,1:1_0063
104.0,0.4716,13.5228,16.7019,1:1_0063
120.0,0.6406,12.465,16.875,1:1_0063
120.0,0.6327,12.3253,16.7437,1:1_0063
120.0,0.6574,12.2994,16.8969,1:1_0063
128.0,0.7792,11.608,16.8747,1:1_0063
128.0,0.7618,11.546,16.5735,1:1_0063
128.0,0.7673,11.406,16.7736,1:1_0063
144.0,1.0817,9.1792,16.6552,1:1_0063
144.0,1.0886,9.0933,16.6857,1:1_0063
144.0,1.0873,9.0287,16.7338,1:1_0063
24.0,0.3316,13.4863,15.4347,1:1_0064
24.0,0.3125,13.1141,15.3635,1:1_0064
24.0,0.3449,13.4802,15.3708,1:1_0064
32.333,0.4059,12.9565,15.5147,1:1_0064
32.333,0.4014,12.8942,15.4156,1:1_0064
32.333,0.4211,12.8908,15.4741,1:1_0064
48.0,0.7971,11.6517,15.1937,1:1_0064
48.0,0.8288,11.6874,15.448,1:1_0064
48.0,0.8057,11.6378,15.257,1:1_0064
55.5,1.055,10.7114,15.1075,1:1_0064
55.5,1.0371,10.553,15.1919,1:1_0064
55.5,1.0313,10.4302,15.2486,1:1_0064
72.0,1.6022,6.5564,15.2165,1:1_0064
72.0,1.5978,6.7637,15.273,1:1_0064
72.0,1.654,6.5903,15.1688,1:1_0064
80.0,1.9092,4.2232,15.1176,1:1_0064
80.0,1.8884,4.1573,15.2066,1:1_0064
80.0,1.8857,4.408,15.2244,1:1_0064
96.0,2.2215,1.0318,14.4675,1:1_0064
96.0,2.2377,0.8902,14.4111,1:1_0064
96.0,2.2068,1.2053,14.5727,1:1_0064
104.0,2.3141,0.2095,13.6534,1:1_0064
104.0,2.2566,0.4871,13.5486,1:1_0064
104.0,2.2686,0.4605,13.8095,1:1_0064
120.0,2.5261,0.1004,9.8281,1:1_0064
120.0,2.525,0.0,9.8308,1:1_0064
120.0,2.5415,0.1328,9.8056,1:1_0064
128.0,2.636,0.0804,7.099,1:1_0064
128.0,2.6497,0.0,7.0301,1:1_0064
128.0,2.6772,0.0,6.9998,1:1_0064
144.0,2.8437,0.1619,2.8442,1:1_0064
144.0,2.8174,0.1357,2.8737,1:1_0064
144.0,2.8267,0.0,2.7315,1:1_0064
